ID,Severity,Start_Time,City,County,State,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Crossing,Junction,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-3479,2,2022-10-13 15:52:27,Charlotte,Mecklenburg,NC,35.24723232092383,-80.86068122250319,Overcast,50.4,26.9,10.0,2.5,False,False,False,False,False,Day
A-3480,2,2022-02-24 20:25:37,Houston,Harris,TX,29.840852389275128,-95.37422987143967,Snow,78.8,93.5,10.0,10.4,False,False,False,False,False,Night
A-3481,4,2022-08-01 00:48:44,Los Angeles,Los Angeles,CA,33.96763145885898,-118.26846070944505,Fair,63.7,83.7,7.2,6.0,False,False,False,False,False,Night
A-3482,3,2022-10-13 07:32:34,Dallas,Dallas,TX,32.80528919451245,-96.74622498663716,Fair,66.2,39.1,7.0,0.7,False,False,False,True,False,Day
A-3483,2,2022-12-05 19:49:38,Miami,Miami-Dade,FL,25.82259317575011,-80.16764737829482,Fair,45.3,89.0,10.0,8.7,False,False,False,False,False,Night
A-3484,2,2022-06-10 19:48:27,Atlanta,Fulton,GA,33.68547202465309,-84.46413014595659,Light Rain,45.7,98.2,10.0,11.7,True,True,False,False,False,Night
A-3485,4,2022-07-05 16:43:15,Dallas,Dallas,TX,32.767729372500355,-96.75194100672442,Clear,43.2,25.7,7.0,7.4,False,False,False,False,False,Day
A-3486,4,2022-01-06 16:22:47,Dallas,Dallas,TX,32.79048877602994,-96.76747988208908,Cloudy,100.9,73.7,8.8,6.2,True,True,False,False,True,Day
A-3487,2,2022-10-02 05:49:14,Houston,Harris,TX,29.860847325559508,-95.3155611489009,Cloudy,99.0,78.4,9.5,14.4,False,False,False,False,False,Night
A-3488,3,2022-10-26 12:54:42,Los Angeles,Los Angeles,CA,34.16086638357878,-118.27013595005322,Fair,39.5,67.3,8.0,11.8,False,False,False,False,True,Day
A-3489,2,2022-09-24 07:32:54,Los Angeles,Los Angeles,CA,33.98866483601772,-118.29065029433697,Clear,42.3,83.4,8.6,10.1,False,False,False,False,False,Day
A-3490,2,2022-08-18 07:51:35,Houston,Harris,TX,29.745288381409168,-95.37393392354018,Clear,57.3,64.0,6.9,0.0,False,False,False,False,True,Day
A-3491,2,2022-09-15 17:09:52,Los Angeles,Los Angeles,CA,34.06217454993121,-118.23554772633992,Overcast,81.6,69.9,9.6,4.2,False,False,True,False,True,Day
A-3492,2,2022-04-29 06:40:09,Dallas,Dallas,TX,32.80452272513786,-96.73773252264621,Clear,74.4,22.0,9.3,6.1,False,True,False,False,False,Day
A-3493,2,2022-04-09 12:10:56,Seattle,King,WA,47.61623989569893,-122.30027377683915,Fair,97.5,46.9,10.0,8.9,True,False,False,False,False,Day
A-3494,2,2022-01-14 19:02:56,Seattle,King,WA,47.55879430157749,-122.32464563533057,Clear,60.4,85.3,8.6,10.6,False,False,False,False,True,Night
A-3495,2,2022-03-16 07:38:47,Dallas,Dallas,TX,32.7270844919182,-96.8033762677269,Clear,54.5,46.1,10.0,2.8,False,False,False,False,False,Day
A-3496,2,2022-01-11 21:09:14,Miami,Miami-Dade,FL,25.684637428798133,-80.19103714979613,Fair,65.8,58.9,9.7,9.3,False,True,False,False,False,Night
A-3497,2,2022-05-15 23:03:03,Seattle,King,WA,47.50517027337301,-122.35181589904072,Light Rain,62.4,37.4,10.0,2.3,False,False,False,False,False,Night
A-3498,4,2022-04-01 13:35:26,Seattle,King,WA,47.527997400330975,-122.29815314203162,Cloudy,64.6,46.7,8.5,9.8,False,False,True,False,True,Day
A-3499,3,2022-01-20 07:21:16,Los Angeles,Los Angeles,CA,34.11027609787596,-118.31630933792694,Overcast,66.6,66.8,10.0,2.6,False,False,False,False,True,Day
A-3500,2,2022-11-16 08:33:31,Orlando,Orange,FL,28.573813926958803,-81.37876526897996,Cloudy,96.8,57.2,8.6,12.0,False,False,False,False,True,Day
A-3501,3,2022-02-15 10:53:32,Miami,Miami-Dade,FL,25.789363908006273,-80.13959299965452,Cloudy,66.8,23.6,10.0,8.0,False,False,False,False,False,Day
A-3502,2,2022-08-17 08:52:35,Austin,Travis,TX,30.25606424598218,-97.7998851289819,Fair,49.1,44.9,10.0,5.5,False,False,False,False,False,Day
A-3503,2,2022-06-22 08:09:39,Chicago,Cook,IL,41.8760246702965,-87.53256664391238,Rain,60.6,87.9,10.0,8.2,False,False,False,False,False,Day
A-3504,4,2022-07-17 21:06:11,Los Angeles,Los Angeles,CA,34.03876512884836,-118.29756443381326,Fair,75.9,81.4,8.6,4.4,False,False,False,False,True,Night
A-3505,2,2022-12-01 06:24:27,Atlanta,Fulton,GA,33.66965323679275,-84.41323461076718,Fair,74.0,60.6,7.9,7.1,False,False,False,False,True,Day
A-3506,2,2022-07-15 16:46:48,Dallas,Dallas,TX,32.80908433592554,-96.74570328963748,Fair,73.2,66.7,10.0,3.0,False,True,False,True,True,Day
A-3507,2,2022-09-06 00:53:17,Chicago,Cook,IL,41.92073394781661,-87.55719833853848,Clear,39.5,47.1,8.1,8.2,False,False,True,False,False,Night
A-3508,2,2022-03-07 14:07:05,Houston,Harris,TX,29.702883478326417,-95.3519260204596,Clear,41.6,87.7,10.0,6.0,False,True,False,False,False,Day
A-3509,2,2022-09-29 18:57:04,Seattle,King,WA,47.54863762062012,-122.31554322816613,Clear,63.0,54.7,6.6,6.2,False,False,False,False,False,Day
A-3510,4,2022-06-02 08:21:58,Los Angeles,Los Angeles,CA,34.069788360084594,-118.15430646424983,Cloudy,71.7,35.4,9.9,6.8,False,False,False,False,False,Day
A-3511,2,2022-09-12 07:44:32,Miami,Miami-Dade,FL,25.778847438205446,-80.26020532339649,Clear,52.5,26.0,8.3,3.4,False,False,False,False,False,Day
A-3512,4,2022-05-30 15:53:45,Los Angeles,Los Angeles,CA,34.08883379526857,-118.32994172461635,Fair,87.4,25.2,5.7,15.3,True,False,False,False,True,Day
A-3513,3,2022-04-22 16:49:40,Chicago,Cook,IL,41.94877865172125,-87.72601779646992,Rain,73.1,44.1,7.5,6.2,False,False,False,False,True,Day
A-3514,2,2022-09-15 15:45:27,Austin,Travis,TX,30.214304469319025,-97.78566296567539,Fair,57.2,92.9,8.2,11.4,False,False,False,False,False,Day
A-3515,2,2022-04-09 08:32:12,Seattle,King,WA,47.60210026896809,-122.36790455352983,Clear,106.7,100.0,10.0,2.3,False,False,False,False,False,Day
A-3516,2,2022-05-18 07:39:38,Atlanta,Fulton,GA,33.69897402998259,-84.3689714243062,Overcast,58.0,81.4,3.0,0.0,False,False,True,False,False,Day
A-3517,2,2022-01-06 20:55:43,Los Angeles,Los Angeles,CA,34.00577543696587,-118.19331242836266,Clear,59.5,25.1,8.3,8.0,False,False,False,False,False,Night
A-3518,2,2022-08-20 18:47:09,Houston,Harris,TX,29.73891017810007,-95.3243694780553,Fair,58.8,37.7,8.3,11.3,False,False,False,False,False,Day
A-3519,4,2022-05-11 11:56:30,Los Angeles,Los Angeles,CA,34.12421779725787,-118.19973108463287,Fair,65.6,37.8,7.1,11.9,False,False,False,False,True,Day
A-3520,3,2022-12-21 17:51:44,Miami,Miami-Dade,FL,25.816940911648,-80.23970263549072,Clear,48.9,54.3,8.2,10.7,False,False,False,False,True,Day
A-3521,2,2022-05-23 11:06:32,Miami,Miami-Dade,FL,25.757958827679392,-80.17256014432482,Clear,76.1,43.2,8.7,6.2,False,False,False,False,True,Day
A-3522,2,2022-10-07 10:56:34,Houston,Harris,TX,29.65259491209258,-95.40648951325853,Clear,78.1,72.5,7.7,9.3,False,False,False,False,False,Day
A-3523,2,2022-03-27 06:28:51,Miami,Miami-Dade,FL,25.781338909636602,-80.16175526558544,Clear,75.0,54.3,9.7,4.5,False,False,False,False,False,Day
A-3524,2,2022-02-18 10:11:28,Los Angeles,Los Angeles,CA,34.07068360773294,-118.24156660020775,Clear,58.2,77.5,10.0,4.6,True,False,False,False,False,Day
A-3525,4,2022-08-21 13:36:59,Los Angeles,Los Angeles,CA,34.005520319702654,-118.19945307594031,Thunderstorm,58.3,71.9,8.9,7.9,False,False,False,False,False,Day
A-3526,3,2022-11-25 02:15:29,Los Angeles,Los Angeles,CA,34.093734819725405,-118.12488720983701,Fair,74.2,86.2,7.6,7.9,False,False,False,False,False,Night
A-3527,2,2022-09-11 11:41:09,Chicago,Cook,IL,41.83045880169415,-87.63144176253249,Light Rain,68.2,45.4,8.8,4.9,False,False,False,False,True,Day
A-3528,2,2022-05-06 16:19:28,Austin,Travis,TX,30.30858694943909,-97.798267106089,Fair,53.0,79.1,8.3,7.7,False,False,False,False,False,Day
A-3529,2,2022-10-04 15:12:56,Chicago,Cook,IL,41.89015327006176,-87.71136027635958,Cloudy,34.6,44.9,10.0,11.6,False,False,False,False,False,Day
A-3530,2,2022-04-17 15:36:47,Houston,Harris,TX,29.6874092539633,-95.41464038885294,Clear,59.1,58.9,8.1,3.5,False,True,False,False,True,Day
A-3531,2,2022-09-06 18:16:17,Miami,Miami-Dade,FL,25.743626173423067,-80.13845815221791,Clear,72.8,43.3,10.0,9.7,False,False,False,False,False,Day
A-3532,2,2022-10-03 01:56:22,Austin,Travis,TX,30.274432569577023,-97.71887505709137,Fair,72.4,67.1,9.6,1.5,True,False,False,False,True,Night
A-3533,2,2022-05-10 13:49:08,Miami,Miami-Dade,FL,25.776707898822355,-80.18028479151218,Light Rain,42.3,86.5,9.2,0.3,False,False,False,False,False,Day
A-3534,1,2022-08-14 16:50:41,Miami,Miami-Dade,FL,25.81335885706845,-80.17272756495181,Clear,77.6,83.4,6.7,8.2,False,False,True,False,False,Day
A-3535,2,2022-06-11 13:01:59,Miami,Miami-Dade,FL,25.81958869650906,-80.15583153814649,Fair,92.8,67.2,7.8,6.7,False,False,False,False,False,Day
A-3536,2,2022-11-23 08:56:55,Los Angeles,Los Angeles,CA,34.040268760139085,-118.32155227659385,Clear,59.7,57.2,8.6,7.5,False,False,False,False,False,Day
A-3537,2,2022-05-26 06:27:42,Miami,Miami-Dade,FL,25.789666093741186,-80.14248709309038,Fair,61.9,59.6,6.6,7.4,False,False,False,False,True,Day
A-3538,2,2022-12-25 18:59:29,Houston,Harris,TX,29.84079679667985,-95.35033030366199,Cloudy,57.2,90.6,7.0,10.8,False,False,True,False,False,Day
A-3539,2,2022-11-26 12:47:50,Orlando,Orange,FL,28.487366785169556,-81.45123667024832,Cloudy,59.7,43.2,8.0,9.1,True,False,True,False,False,Day
A-3540,2,2022-03-10 18:13:25,Los Angeles,Los Angeles,CA,34.021801989689955,-118.22692806634707,Clear,83.2,69.3,9.7,8.9,False,False,False,False,True,Day
A-3541,3,2022-12-27 14:41:50,Miami,Miami-Dade,FL,25.678943251731067,-80.2569209099402,Clear,53.2,82.5,10.0,12.5,False,False,True,False,False,Day
A-3542,2,2022-09-22 15:42:08,Austin,Travis,TX,30.235628388480627,-97.71759101281624,Fair,68.6,59.8,9.5,10.6,False,False,False,False,True,Day
A-3543,2,2022-01-07 17:19:41,Los Angeles,Los Angeles,CA,34.06248907188862,-118.23770371392284,Thunderstorm,60.9,78.5,9.3,7.7,False,False,False,False,False,Day
A-3544,4,2022-02-19 15:30:34,Miami,Miami-Dade,FL,25.655892688000694,-80.2422593460836,Fair,67.9,100.0,9.1,11.2,False,False,False,False,False,Day
A-3545,2,2022-12-21 10:39:28,Seattle,King,WA,47.62805224975644,-122.31142475705416,Fair,60.7,58.2,8.3,5.9,False,False,False,False,False,Day
A-3546,3,2022-09-19 12:51:00,Los Angeles,Los Angeles,CA,34.02858278167734,-118.20324844049232,Fair,77.3,54.9,8.8,6.0,False,False,False,False,False,Day
A-3547,2,2022-01-19 17:23:37,Los Angeles,Los Angeles,CA,34.049066311874554,-118.27237487917206,Clear,80.6,64.4,10.0,12.3,False,False,False,False,False,Day
A-3548,1,2022-05-03 09:59:06,Charlotte,Mecklenburg,NC,35.16865640097294,-80.8039866897956,Overcast,70.6,69.8,10.0,6.1,True,False,False,False,False,Day
A-3549,2,2022-07-12 09:35:19,Miami,Miami-Dade,FL,25.75658696064653,-80.2057262996755,Clear,61.8,86.7,4.1,8.6,False,False,False,False,False,Day
A-3550,2,2022-04-09 06:15:04,Charlotte,Mecklenburg,NC,35.31105998324686,-80.79938482203349,Cloudy,76.8,85.2,10.0,8.4,False,False,False,False,True,Day
A-3551,2,2022-05-23 18:29:29,Austin,Travis,TX,30.247209791739017,-97.74789722531058,Fair,53.8,66.6,8.4,7.6,False,False,False,True,False,Day
A-3552,2,2022-02-11 05:36:32,Los Angeles,Los Angeles,CA,33.94155315102678,-118.18504239411588,Cloudy,71.4,20.7,10.0,14.2,False,False,False,False,False,Night
A-3553,3,2022-07-15 15:53:21,Dallas,Dallas,TX,32.83738861393154,-96.84268031035904,Clear,57.3,31.0,9.7,6.5,False,False,False,False,False,Day
A-3554,2,2022-03-21 10:57:20,Charlotte,Mecklenburg,NC,35.25422239233607,-80.88733243100663,Light Rain,68.2,79.4,8.7,14.1,False,False,False,False,False,Day
A-3555,2,2022-10-06 10:53:26,Los Angeles,Los Angeles,CA,34.05690213954972,-118.283099895513,Clear,50.6,47.4,10.0,2.7,False,False,False,False,False,Day
A-3556,2,2022-04-21 15:34:37,Dallas,Dallas,TX,32.8051026078156,-96.79066704842215,Cloudy,82.8,80.9,9.6,6.8,False,False,False,False,False,Day
A-3557,3,2022-09-23 05:59:05,Miami,Miami-Dade,FL,25.765825808637516,-80.19941405572213,Overcast,46.1,76.5,8.9,6.0,False,False,True,False,False,Night
A-3558,3,2022-09-12 14:15:26,Charlotte,Mecklenburg,NC,35.30926331199548,-80.82877199651865,Fair,63.1,56.3,8.8,10.1,True,False,False,False,True,Day
A-3559,3,2022-09-28 16:37:29,Los Angeles,Los Angeles,CA,34.08979997642912,-118.30190634342247,Clear,42.8,43.5,7.0,1.6,False,False,False,False,False,Day
A-3560,2,2022-09-14 17:18:30,Houston,Harris,TX,29.737578763374426,-95.40567451834389,Fog,82.4,56.6,9.0,8.5,False,False,False,False,False,Day
A-3561,2,2022-01-12 07:46:18,Miami,Miami-Dade,FL,25.83629774708279,-80.12826787435056,Clear,88.3,64.1,5.0,10.7,False,True,False,False,False,Day
A-3562,2,2022-07-15 18:07:44,Austin,Travis,TX,30.358199243223954,-97.72452057249656,Heavy Rain,47.1,32.3,9.6,5.7,False,False,False,False,False,Day
A-3563,2,2022-02-03 15:14:11,Los Angeles,Los Angeles,CA,34.097718197583895,-118.2125205147904,Clear,69.9,78.6,10.0,4.5,False,True,False,False,False,Day
A-3564,3,2022-09-02 18:13:06,Houston,Harris,TX,29.780746479446442,-95.3825650517013,Fair,60.6,74.0,6.1,4.5,False,False,False,False,False,Day
A-3565,4,2022-06-29 12:36:19,Houston,Harris,TX,29.717695155841362,-95.35505810937481,Clear,72.7,63.7,8.4,9.0,False,False,True,False,True,Day
A-3566,2,2022-07-17 13:18:17,Orlando,Orange,FL,28.57258295053508,-81.40294389519138,Clear,88.6,63.8,10.0,0.7,False,False,False,False,False,Day
A-3567,2,2022-03-01 18:24:23,Dallas,Dallas,TX,32.79610130990045,-96.88951348475486,Clear,70.8,88.4,10.0,1.8,False,False,False,False,True,Day
A-3568,2,2022-06-18 18:37:31,Dallas,Dallas,TX,32.775359860646006,-96.74522812601586,Clear,53.5,45.4,8.8,7.3,False,False,False,False,False,Day
A-3569,2,2022-03-18 11:36:06,Austin,Travis,TX,30.302163406806468,-97.73399106306279,Snow,54.6,52.9,9.1,9.3,False,False,False,False,True,Day
A-3570,2,2022-04-11 08:42:54,Seattle,King,WA,47.610552877710695,-122.36870199657788,Overcast,59.7,61.2,8.9,8.1,False,False,False,False,True,Day
A-3571,2,2022-07-09 10:05:05,Miami,Miami-Dade,FL,25.789139152079375,-80.19173689743246,Clear,54.1,48.4,9.3,9.4,False,False,False,False,False,Day
A-3572,4,2022-11-09 09:47:12,Charlotte,Mecklenburg,NC,35.27889143919859,-80.86640776005602,Clear,76.4,57.4,10.0,2.8,True,False,False,False,True,Day
A-3573,2,2022-06-29 08:50:18,Seattle,King,WA,47.539645275057744,-122.25717650775609,Cloudy,77.7,28.5,9.0,0.0,False,False,False,False,False,Day
A-3574,4,2022-10-10 08:37:01,Chicago,Cook,IL,41.82686623019736,-87.59622205146226,Fair,83.9,52.4,6.3,10.5,True,False,False,False,False,Day
A-3575,2,2022-01-07 17:05:19,Seattle,King,WA,47.5605889082702,-122.38949192210836,Light Rain,58.6,57.6,9.5,1.9,False,False,False,False,False,Day
A-3576,2,2022-07-23 05:53:14,Houston,Harris,TX,29.857400470462046,-95.43396802613348,Fair,82.3,45.0,8.2,9.1,False,False,False,False,False,Night
A-3577,2,2022-09-19 15:27:34,Los Angeles,Los Angeles,CA,34.08387373663878,-118.23117299602552,Cloudy,90.2,85.9,6.8,0.0,False,False,False,False,False,Day
A-3578,2,2022-02-10 07:07:56,Charlotte,Mecklenburg,NC,35.263430960702664,-80.83638182467728,Fair,45.1,68.7,6.8,9.7,False,False,False,False,False,Day
A-3579,2,2022-02-09 09:48:50,Orlando,Orange,FL,28.594771902500938,-81.35330147446173,Cloudy,57.7,57.8,8.8,7.0,False,False,False,False,True,Day
A-3580,1,2022-08-23 05:23:20,Charlotte,Mecklenburg,NC,35.17476727903374,-80.85026633944985,Clear,63.4,48.0,10.0,11.2,False,False,False,False,False,Night
A-3581,2,2022-05-01 08:04:57,Charlotte,Mecklenburg,NC,35.12518597974903,-80.87546699949434,Fair,77.3,29.2,10.0,10.2,False,False,False,False,False,Day
A-3582,4,2022-06-23 16:28:15,Seattle,King,WA,47.603056891857364,-122.30661761654305,Clear,85.1,46.4,10.0,5.6,False,False,False,False,False,Day
A-3583,2,2022-05-25 18:13:57,Houston,Harris,TX,29.805278598009487,-95.34009510313476,Fair,39.0,61.3,7.5,4.8,False,False,True,False,False,Day
A-3584,3,2022-07-30 07:01:24,Seattle,King,WA,47.59632035196835,-122.26922627572529,Fair,55.0,58.6,8.3,8.3,False,True,False,False,False,Day
A-3585,2,2022-01-20 11:49:49,Houston,Harris,TX,29.691903084773653,-95.33307727792892,Overcast,82.2,45.0,10.0,5.0,False,False,True,False,False,Day
A-3586,2,2022-12-18 12:27:11,Miami,Miami-Dade,FL,25.71643860845291,-80.23364163233562,Clear,52.2,93.4,10.0,0.0,True,False,False,False,False,Day
A-3587,2,2022-01-25 17:38:00,Houston,Harris,TX,29.701437099985228,-95.35697741330817,Fair,77.0,81.9,8.0,5.9,False,False,True,False,False,Day
A-3588,3,2022-12-15 16:20:00,Austin,Travis,TX,30.236581778163604,-97.7573901962488,Clear,73.6,51.2,7.6,3.6,False,False,True,False,False,Day
A-3589,2,2022-11-01 12:31:57,Los Angeles,Los Angeles,CA,33.9942309774692,-118.29095034145858,Cloudy,76.7,71.7,9.9,4.9,True,False,False,False,True,Day
A-3590,2,2022-05-19 15:12:45,Los Angeles,Los Angeles,CA,34.05953895063645,-118.33314414227705,Light Rain,76.9,85.9,10.0,8.2,False,True,False,False,False,Day
A-3591,2,2022-05-17 17:11:06,Chicago,Cook,IL,41.85072092966935,-87.51741285462418,Overcast,58.6,67.0,8.5,12.0,False,False,False,False,True,Day
A-3592,2,2022-03-26 01:50:54,Los Angeles,Los Angeles,CA,34.083871611345934,-118.27164528003775,Heavy Rain,61.0,56.7,9.9,14.4,False,True,False,False,True,Night
A-3593,3,2022-04-03 10:25:30,Charlotte,Mecklenburg,NC,35.17827610272667,-80.8494094727958,Fog,59.8,23.7,9.0,9.0,False,True,False,False,False,Day
A-3594,2,2022-11-10 18:25:02,Dallas,Dallas,TX,32.789467344387255,-96.78600954246605,Overcast,68.4,58.7,7.7,4.6,False,True,False,False,False,Day
A-3595,2,2022-01-16 16:54:27,Charlotte,Mecklenburg,NC,35.2252200423569,-80.83751575350992,Clear,33.0,44.9,10.0,10.9,False,False,False,False,False,Day
A-3596,3,2022-03-26 13:29:01,Dallas,Dallas,TX,32.79650144721206,-96.92307858859154,Clear,72.2,48.1,8.5,1.0,False,False,False,False,False,Day
A-3597,2,2022-10-10 13:13:36,Miami,Miami-Dade,FL,25.788535679314943,-80.20008691423948,Fair,90.8,53.6,6.0,4.2,False,False,False,False,False,Day
A-3598,2,2022-01-26 09:38:10,Charlotte,Mecklenburg,NC,35.259282231299764,-80.75454223472198,Thunderstorm,68.0,55.6,7.7,6.1,False,False,False,False,False,Day
A-3599,1,2022-03-24 13:14:01,Houston,Harris,TX,29.801937858545067,-95.3803917803171,Fair,63.2,52.5,4.5,0.0,False,False,False,False,False,Day
A-3600,3,2022-12-07 15:42:31,Dallas,Dallas,TX,32.80381455120929,-96.71524421061604,Clear,66.1,33.3,10.0,8.0,False,False,False,False,True,Day
A-3601,4,2022-10-15 10:12:42,Los Angeles,Los Angeles,CA,34.0670933002907,-118.2421291893584,Heavy Rain,73.0,25.0,10.0,3.7,False,False,False,False,False,Day
A-3602,2,2022-01-22 16:32:50,Dallas,Dallas,TX,32.74336381580456,-96.81455702158533,Fair,82.2,76.5,6.4,8.0,False,False,False,False,True,Day
A-3603,3,2022-07-23 17:50:12,Los Angeles,Los Angeles,CA,34.09473685242796,-118.23647908556636,Cloudy,64.0,94.0,7.8,5.9,False,False,False,True,False,Day
A-3604,2,2022-09-01 06:22:35,Miami,Miami-Dade,FL,25.72685578986001,-80.18992149248355,Overcast,62.5,62.1,9.5,3.6,False,True,False,False,False,Day
A-3605,2,2022-04-22 11:09:16,Miami,Miami-Dade,FL,25.747104333903064,-80.19103332397745,Light Rain,44.4,38.1,10.0,3.0,False,False,False,False,True,Day
A-3606,1,2022-10-27 10:56:45,Los Angeles,Los Angeles,CA,34.00911733935479,-118.27280344307044,Overcast,65.7,79.8,10.0,6.8,False,False,False,False,False,Day
A-3607,2,2022-05-27 15:09:34,Austin,Travis,TX,30.22307593174764,-97.81129366926137,Light Rain,47.0,100.0,9.4,9.9,False,False,True,False,True,Day
A-3608,2,2022-01-04 07:18:38,Miami,Miami-Dade,FL,25.745849926546917,-80.16373742799449,Cloudy,56.8,84.3,7.8,9.8,False,False,False,False,False,Day
A-3609,3,2022-11-18 15:59:02,Atlanta,Fulton,GA,33.737348550323595,-84.38325777203048,Fair,78.2,86.9,10.0,8.2,True,False,False,False,False,Day
A-3610,2,2022-01-04 18:33:54,Chicago,Cook,IL,41.83742221739262,-87.54657822222458,Cloudy,80.3,36.6,9.9,9.3,False,False,False,False,False,Day
A-3611,4,2022-09-13 10:21:37,Dallas,Dallas,TX,32.777798163277495,-96.79866765414548,Light Rain,71.9,48.7,9.1,7.3,False,False,False,False,False,Day
A-3612,2,2022-07-12 18:38:53,Los Angeles,Los Angeles,CA,34.06003803492175,-118.31939250113008,Fair,83.2,84.1,8.8,4.4,False,True,False,False,True,Day
A-3613,2,2022-10-10 23:31:42,Houston,Harris,TX,29.733156055791316,-95.35367940722952,Clear,40.2,35.8,8.1,12.6,False,True,False,False,True,Night
A-3614,2,2022-04-12 06:40:07,Austin,Travis,TX,30.381681956940753,-97.73930394883858,Clear,89.4,48.9,10.0,4.4,False,False,False,False,False,Day
A-3615,2,2022-08-22 07:31:10,Houston,Harris,TX,29.777034913835152,-95.39134300803781,Fair,52.3,63.8,5.6,13.3,False,False,False,False,False,Day
A-3616,3,2022-10-26 19:00:14,Los Angeles,Los Angeles,CA,34.05811324496658,-118.21277877937615,Clear,69.5,70.8,9.6,9.5,True,False,False,False,False,Night
A-3617,1,2022-11-30 20:49:22,Charlotte,Mecklenburg,NC,35.19330220278451,-80.8182188941224,Overcast,55.0,54.5,9.0,6.0,False,False,False,False,True,Night
A-3618,4,2022-02-04 06:46:02,Seattle,King,WA,47.61309209314407,-122.3919456481374,Clear,69.7,60.2,5.1,1.9,False,False,False,False,True,Day
A-3619,4,2022-03-26 01:38:16,Austin,Travis,TX,30.279240131853285,-97.76649226167159,Clear,65.3,63.3,8.2,8.3,False,False,False,False,False,Night
A-3620,2,2022-06-25 06:26:55,Los Angeles,Los Angeles,CA,34.05202628459983,-118.18897875671789,Clear,82.1,55.5,7.0,6.8,False,False,False,False,False,Day
A-3621,2,2022-12-12 23:02:51,Orlando,Orange,FL,28.609232550321973,-81.4281866963762,Fair,102.0,50.0,6.9,11.9,False,False,False,False,False,Night
A-3622,2,2022-10-10 07:38:45,Miami,Miami-Dade,FL,25.67662642806444,-80.20041803581647,Clear,78.2,57.6,7.4,2.8,True,False,False,False,False,Day
A-3623,2,2022-07-13 12:26:59,Miami,Miami-Dade,FL,25.74268103474716,-80.18044108851392,Fair,63.2,49.2,10.0,11.2,False,False,False,False,True,Day
A-3624,2,2022-12-30 17:06:44,Seattle,King,WA,47.64189176965296,-122.38979454172599,Rain,88.0,77.9,8.9,12.9,False,True,False,False,True,Day
A-3625,2,2022-07-30 02:41:08,Miami,Miami-Dade,FL,25.716866867609845,-80.19672080442975,Light Rain,39.5,66.1,10.0,4.1,False,False,False,False,True,Night
A-3626,2,2022-01-16 14:05:55,Miami,Miami-Dade,FL,25.684366366612508,-80.19836226201721,Light Rain,56.3,58.5,6.6,10.0,False,False,False,False,False,Day
A-3627,3,2022-10-08 08:29:54,Los Angeles,Los Angeles,CA,34.02625550650907,-118.25987399976279,Fair,61.5,55.2,7.8,12.6,False,True,False,False,False,Day
A-3628,2,2022-04-01 17:19:53,Seattle,King,WA,47.65839680852114,-122.40862782930975,Light Rain,60.8,80.9,8.1,12.4,False,False,False,True,False,Day
A-3629,2,2022-02-27 08:26:19,Austin,Travis,TX,30.223552003624953,-97.7431155890379,Overcast,53.9,52.6,9.3,11.2,False,False,False,False,False,Day
A-3630,2,2022-05-27 15:06:39,Dallas,Dallas,TX,32.75887866508861,-96.82792837039531,Heavy Rain,75.4,74.5,10.0,13.9,False,False,False,False,True,Day
A-3631,4,2022-05-02 15:29:07,Austin,Travis,TX,30.28827410333595,-97.6898111151924,Clear,65.0,83.7,9.5,7.3,False,False,False,False,True,Day
A-3632,2,2022-01-01 07:13:09,Los Angeles,Los Angeles,CA,34.02323485468875,-118.22291632849856,Clear,63.0,69.8,7.4,6.8,False,False,False,False,False,Day
A-3633,2,2022-12-21 03:17:17,Houston,Harris,TX,29.73840244222143,-95.4086518242602,Clear,86.1,27.7,10.0,13.3,False,False,False,False,False,Night
A-3634,3,2022-07-12 10:51:04,Houston,Harris,TX,29.727797488076906,-95.38957369088375,Rain,58.3,51.5,7.8,0.0,False,False,False,False,True,Day
A-3635,3,2022-06-19 08:19:22,Los Angeles,Los Angeles,CA,34.02381103108733,-118.23744367856706,Cloudy,80.4,42.9,9.5,5.9,False,False,False,False,False,Day
A-3636,3,2022-09-28 17:41:16,Charlotte,Mecklenburg,NC,35.168953223840475,-80.86295373407317,Fair,60.9,36.1,6.3,3.7,False,True,False,False,True,Day
A-3637,2,2022-07-30 17:12:48,Atlanta,Fulton,GA,33.73613581806631,-84.46375827333026,Fair,61.2,81.8,8.5,7.2,False,False,False,False,False,Day
A-3638,3,2022-03-13 11:12:16,Los Angeles,Los Angeles,CA,34.105411690719194,-118.22908192392109,Overcast,53.6,67.6,10.0,8.7,False,False,False,False,False,Day
A-3639,2,2022-01-27 14:14:25,Miami,Miami-Dade,FL,25.84084046356682,-80.16549157091472,Rain,43.2,10.0,9.2,9.3,False,False,False,False,False,Day
A-3640,4,2022-10-03 14:41:44,Miami,Miami-Dade,FL,25.82419076439299,-80.15475501016618,Cloudy,55.1,59.8,7.4,7.3,False,True,False,False,False,Day
A-3641,2,2022-11-07 17:09:10,Miami,Miami-Dade,FL,25.7685847813937,-80.14486278744894,Overcast,38.4,46.7,10.0,7.7,False,False,False,False,False,Day
A-3642,4,2022-01-02 10:32:05,Atlanta,Fulton,GA,33.83194250235087,-84.4294180787738,Clear,68.8,78.5,7.4,10.9,True,False,False,False,True,Day
